Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01704","Lentils, dry","2004","2004","ha","1020","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01704","Lentils, dry","2004","2004","100 g/ha","20382","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01704","Lentils, dry","2004","2004","t","2079","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01704","Lentils, dry","2005","2005","ha","1194","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01704","Lentils, dry","2005","2005","100 g/ha","18166","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01704","Lentils, dry","2005","2005","t","2169","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01704","Lentils, dry","2006","2006","ha","1083","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01704","Lentils, dry","2006","2006","100 g/ha","18984","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01704","Lentils, dry","2006","2006","t","2056","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01704","Lentils, dry","2007","2007","ha","1117","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01704","Lentils, dry","2007","2007","100 g/ha","14763","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01704","Lentils, dry","2007","2007","t","1649","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01704","Lentils, dry","2008","2008","ha","1332","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01704","Lentils, dry","2008","2008","100 g/ha","14182","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01704","Lentils, dry","2008","2008","t","1889","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01704","Lentils, dry","2009","2009","ha","561","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01704","Lentils, dry","2009","2009","100 g/ha","18645","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01704","Lentils, dry","2009","2009","t","1046","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01704","Lentils, dry","2010","2010","ha","1419","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01704","Lentils, dry","2010","2010","100 g/ha","9535","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01704","Lentils, dry","2010","2010","t","1353","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01704","Lentils, dry","2011","2011","ha","1347","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01704","Lentils, dry","2011","2011","100 g/ha","13437","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01704","Lentils, dry","2011","2011","t","1810","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01704","Lentils, dry","2012","2012","ha","1326","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01704","Lentils, dry","2012","2012","100 g/ha","13077","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01704","Lentils, dry","2012","2012","t","1734","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01704","Lentils, dry","2013","2013","ha","1250","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01704","Lentils, dry","2013","2013","100 g/ha","13016","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01704","Lentils, dry","2013","2013","t","1627","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01704","Lentils, dry","2014","2014","ha","816","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01704","Lentils, dry","2014","2014","100 g/ha","13419","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01704","Lentils, dry","2014","2014","t","1095","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01704","Lentils, dry","2015","2015","ha","761","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01704","Lentils, dry","2015","2015","100 g/ha","17516","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01704","Lentils, dry","2015","2015","t","1333","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01704","Lentils, dry","2016","2016","ha","697","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01704","Lentils, dry","2016","2016","100 g/ha","15098","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01704","Lentils, dry","2016","2016","t","1052.3","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01704","Lentils, dry","2017","2017","ha","1396","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01704","Lentils, dry","2017","2017","100 g/ha","13534","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01704","Lentils, dry","2017","2017","t","1889.3","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01704","Lentils, dry","2018","2018","ha","745","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01704","Lentils, dry","2018","2018","100 g/ha","16395","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01704","Lentils, dry","2018","2018","t","1221.4","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01704","Lentils, dry","2019","2019","ha","633","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01704","Lentils, dry","2019","2019","100 g/ha","16419","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01704","Lentils, dry","2019","2019","t","1039.3","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01704","Lentils, dry","2020","2020","ha","627","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01704","Lentils, dry","2020","2020","100 g/ha","12764","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01704","Lentils, dry","2020","2020","t","800.7","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01704","Lentils, dry","2021","2021","ha","516","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01704","Lentils, dry","2021","2021","100 g/ha","13322","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01704","Lentils, dry","2021","2021","t","687.3","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01704","Lentils, dry","2022","2022","ha","544","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","01704","Lentils, dry","2022","2022","100 g/ha","12765","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01704","Lentils, dry","2022","2022","t","694.4","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","1992","1992","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","1992","1992","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","1993","1993","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","1993","1993","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","1994","1994","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","1994","1994","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","1995","1995","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","1995","1995","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","1996","1996","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","1996","1996","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","1997","1997","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","1997","1997","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","1998","1998","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","1998","1998","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","1999","1999","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","1999","1999","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","2000","2000","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","2000","2000","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","2001","2001","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","2001","2001","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","2002","2002","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","2002","2002","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","2003","2003","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","2003","2003","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","2004","2004","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","2004","2004","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","2005","2005","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","2005","2005","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","2006","2006","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","2006","2006","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","2007","2007","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","2007","2007","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","2008","2008","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","2008","2008","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","2009","2009","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","2009","2009","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","2010","2010","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","2010","2010","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","2011","2011","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","2011","2011","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","2012","2012","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","2012","2012","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","2013","2013","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","2013","2013","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","2014","2014","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","2014","2014","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","2015","2015","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","2015","2015","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","2016","2016","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","2016","2016","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","2017","2017","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","2017","2017","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","2018","2018","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","2018","2018","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","2019","2019","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","2019","2019","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","2020","2020","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","2020","2020","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","2021","2021","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","2021","2021","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","01441","Linseed","2022","2022","ha","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","01441","Linseed","2022","2022","t","0","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","1992","1992","ha","11357","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","1992","1992","100 g/ha","18740","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","1992","1992","t","21283","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","1993","1993","ha","10156","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","1993","1993","100 g/ha","13918","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","1993","1993","t","14135","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","1994","1994","ha","9784","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","1994","1994","100 g/ha","14619","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","1994","1994","t","14303","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","1995","1995","ha","10500","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","1995","1995","100 g/ha","11810","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","1995","1995","t","12400","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","1996","1996","ha","8035","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","1996","1996","100 g/ha","17369","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","1996","1996","t","13956","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","1997","1997","ha","7777","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","1997","1997","100 g/ha","24340","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","1997","1997","t","18929","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","1998","1998","ha","9768","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","1998","1998","100 g/ha","29541","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","1998","1998","t","28856","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","1999","1999","ha","28373","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","1999","1999","100 g/ha","35343","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","1999","1999","t","100278","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","2000","2000","ha","31870","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","2000","2000","100 g/ha","32484","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","2000","2000","t","103527","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","2001","2001","ha","30860","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","2001","2001","100 g/ha","37823","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","2001","2001","t","116723","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","2002","2002","ha","29457","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","2002","2002","100 g/ha","43463","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","2002","2002","t","128029","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","2003","2003","ha","32203","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","2003","2003","100 g/ha","44451","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","2003","2003","t","143147","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","2004","2004","ha","33194","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","2004","2004","100 g/ha","46071","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","2004","2004","t","152927","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","2005","2005","ha","31736","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","2005","2005","100 g/ha","47703","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","2005","2005","t","151389","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","2006","2006","ha","31868","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","2006","2006","100 g/ha","45777","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","2006","2006","t","145883","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","2007","2007","ha","34259","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","2007","2007","100 g/ha","46175","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","2007","2007","t","158192","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","2008","2008","ha","33195","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","2008","2008","100 g/ha","47784","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","2008","2008","t","158620","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","2009","2009","ha","31501","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","2009","2009","100 g/ha","47990","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","2009","2009","t","151172","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","2010","2010","ha","29870","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","2010","2010","100 g/ha","45551","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","2010","2010","t","136061","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","2011","2011","ha","33503","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","2011","2011","100 g/ha","45460","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","2011","2011","t","152306","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","2012","2012","ha","35652","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","2012","2012","100 g/ha","51029","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","2012","2012","t","181930","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","2013","2013","ha","38621","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","2013","2013","100 g/ha","53903","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","2013","2013","t","208178","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","2014","2014","ha","37578","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","2014","2014","100 g/ha","54180","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","2014","2014","t","203596","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","2015","2015","ha","35861","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","2015","2015","100 g/ha","59700","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","2015","2015","t","214090","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","2016","2016","ha","35847","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","2016","2016","100 g/ha","62485","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","2016","2016","t","223991","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","2017","2017","ha","35666","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","2017","2017","100 g/ha","66077","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","2017","2017","t","235668.8","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","2018","2018","ha","31715","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","2018","2018","100 g/ha","78177","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","2018","2018","t","247938.7","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","2019","2019","ha","32760","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","2019","2019","100 g/ha","86560","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","2019","2019","t","283569.6","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","2020","2020","ha","33681","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","2020","2020","100 g/ha","93380","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5510","Production","0112","Maize (corn)","2020","2020","t","314512.4","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5312","Area harvested","0112","Maize (corn)","2021","2021","ha","32059","A","Official figure",""
"QCL","Crops and livestock products","031","Azerbaijan","5419","Yield","0112","Maize (corn)","2021","2021","100 g/ha","87103","A","Official figure",""
